"Id","CH_num","DU_num","area","CH_den","DU_den","PHI"
19717,0,7625.19340519,7622439968,0,1.00036122779603,0
19718,117.94031763,456.76429062,2460014574,0.047942934516127,0.185675440888668,0.410438043951425
19719,288863.94384768,5653.38730621,703397801.1,410.669387075057,8.0372547331951,0.0383908633428165
19720,0,0,177810369.4,0,0,0
19721,5100.79960823,14774.39647674,3399414276,1.50049367158391,4.34615944901092,0.513282946887485
19722,106.56338749,7.57234236,9931229575,0.0107301303111805,0.000762477828431431,0.132690129023606
19723,2.02002507,0,9371504367,0.000215549712286657,0,0
19724,855.02337071,5.56966412,4269070727,0.200283252582899,0.00130465491817091,0.0129437815426898
19725,2552.35557056,2.3240624,9928970118,0.257061461584308,0.000234068828124154,0.00181945506592329
19726,3008.14414879,0,4410328460,0.682068053677345,0,0
19727,2916242.52561957,3897.12315486,9636774372,302.616042780126,0.404401203600162,0.00266913478367081
19728,678821.59790051,4971.9277878,8674867909,78.2515197950445,0.573141613216004,0.0145421902987315
19729,2012.8863287,617.85227258,3693267781,0.545014997031974,0.167291490684358,0.469717722832197
19730,80488.39297488,345.49060156,7570132310,10.6323627750279,0.0456386477028431,0.00854816288105931
19731,0,0,45674304.55,0,0,0
19732,313080.22314448,2078.58018872,8674867909,36.0904888038313,0.239609433887001,0.0131906846119253
19733,3480.83613368,6906.98697669,3546806122,0.981400170730843,1.94738216274287,0.670176243221765
19734,9830834.11956793,20724.56988007,9421443763,1043.45303828864,2.19972335465821,0.0042073687085209
19735,0.73211709,0,9087975585,8.05588750929727e-05,0,0
19736,3496.93137932,11087.35799408,3251129977,1.07560491400187,3.41030905331903,0.479547722866496
19737,286.11235662,164.56970574,8005470989,0.0357396032054998,0.0205571547215809,0.730313981782321
19738,905.51097754,279.45470178,3546806122,0.2553032069961,0.0787905208707655,0.471667165820983
19739,4000.95789339,8854.11243439,3399414276,1.17695507771351,2.60459941493462,0.622471568240879
19740,2546.89869016,0,1727576510,1.47426100981195,0,0
19741,140125.85796932,19685.70648571,9767322938,14.3463934651077,2.01546591739301,0.246361476440579
19742,7329.38961602,237.60125104,4827070474,1.51839291667653,0.0492226604769475,0.0627994020910758
19743,1455.45646856,0,2671136986,0.544882750749347,0,0
19744,54397.154644,12140.63963198,9149155819,5.94559276507607,1.32696828780286,0.364924619581589
19745,65.0045817,0,3838761880,0.0169337363796058,0,0
19746,2963.35198909,13511.2947593,2851364747,1.0392749620012,4.73853608996029,0.359746953527801
19747,3.43608738,0.24797658,398031222,0.00863270816478814,0.000623007860423573,0.134621213253855
19748,257.97312165,0,66790198.28,3.86243982340817,0,0
19749,2450.08871654,0,2508628352,0.976664683944384,0,0
19750,588.61369108,5.80316837,3838761880,0.153334254501871,0.00151172918545289,0.0195255847062262
19751,5460.55615234,0,38179330.91,143.023882875584,0,0
19752,26663.01483918,282.42652793,4963525632,5.37178949319466,0.0569003867148761,0.0209628429597546
19753,8133.32033155,916.02547263,4126699773,1.97090187775819,0.221975312724064,0.202451203092908
19754,5345.05217745,0,4550437573,1.17462377885697,0,0
19755,1226.8967934,3.5352932,4269070727,0.287392004456711,0.000828117739451076,0.00574642556627236
19756,328515.37466437,60426.34224986,9915584733,33.1312155067406,6.09407754327946,0.310721836316598
19757,79830.53424072,591.1916536,2662546626,29.982774183621,0.222039925170497,0.014702287150039
19758,436523.10398099,4924.01002883,9840630154,44.3592632940842,0.500375479189054,0.0223084934641591
19759,2.70203931,0,527415153.3,0.00512317344902498,0,0
19760,2883.69198323,0,1600547073,1.80169145405072,0,0
19761,53.82506789,0,3693267781,0.0145738330068843,0,0
