,English_name,scientific_name,order,family,category
14712,,Xenops minutus genibarbis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14713,,Xenops minutus alagoanus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14714,Plain Xenops (White throated),Xenops minutus minutus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14715,Streaked Xenops,Xenops rutilans,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14716,,Xenops rutilans septentrionalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14717,,Xenops rutilans heterurus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14718,,Xenops rutilans incomptus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14719,,Xenops rutilans perijanus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14720,,Xenops rutilans phelpsi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14721,,Xenops rutilans guayae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14722,,Xenops rutilans peruvianus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14723,,Xenops rutilans purusianus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14724,,Xenops rutilans connectens,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14725,,Xenops rutilans chapadensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14726,,Xenops rutilans rutilans,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14727,Slender billed/Streaked Xenops,Xenops tenuirostris/rutilans,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),slash
14728,xenops sp.,Xenops sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),spuh
14729,Point tailed Palmcreeper,Berlepschia rikeri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14730,Rufous tailed Xenops,Microxenops milleri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14731,White throated Treerunner,Pygarrhichas albogularis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14732,Rock Earthcreeper,Ochetorhynchus andaecola,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14733,Straight billed Earthcreeper,Ochetorhynchus ruficaudus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14734,,Ochetorhynchus ruficaudus montanus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14735,,Ochetorhynchus ruficaudus ruficaudus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14736,,Ochetorhynchus ruficaudus famatinae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14737,Band tailed Earthcreeper,Ochetorhynchus phoenicurus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14738,Crag Chilia,Ochetorhynchus melanurus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14739,,Ochetorhynchus melanurus atacamae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14740,,Ochetorhynchus melanurus melanurus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14741,Buffy Tuftedcheek,Pseudocolaptes lawrencii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14742,Pacific Tuftedcheek,Pseudocolaptes johnsoni,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14743,Streaked Tuftedcheek,Pseudocolaptes boissonneautii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14744,,Pseudocolaptes boissonneautii boissonneautii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14745,,Pseudocolaptes boissonneautii striaticeps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14746,,Pseudocolaptes boissonneautii meridae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14747,,Pseudocolaptes boissonneautii oberholseri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14748,,Pseudocolaptes boissonneautii orientalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14749,,Pseudocolaptes boissonneautii intermedianus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14750,,Pseudocolaptes boissonneautii pallidus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14751,,Pseudocolaptes boissonneautii medianus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14752,,Pseudocolaptes boissonneautii auritus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14753,,Pseudocolaptes boissonneautii carabayae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14754,Rusty winged Barbtail,Premnornis guttuliger,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14755,,Premnornis guttuliger guttuliger,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14756,,Premnornis guttuliger venezuelanus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14757,Bolivian Earthcreeper,Tarphonomus harterti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14758,Chaco Earthcreeper,Tarphonomus certhioides,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14759,,Tarphonomus certhioides estebani,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14760,,Tarphonomus certhioides luscinia,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14761,,Tarphonomus certhioides certhioides,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14762,Wing banded Hornero,Furnarius figulus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14763,,Furnarius figulus pileatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14764,,Furnarius figulus figulus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14765,Pacific Hornero,Furnarius cinnamomeus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14766,Caribbean Hornero,Furnarius longirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14767,,Furnarius longirostris longirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14768,,Furnarius longirostris endoecus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14769,Pale legged Hornero,Furnarius leucopus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14770,,Furnarius leucopus leucopus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14771,,Furnarius leucopus tricolor,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14772,,Furnarius leucopus araguaiae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14773,,Furnarius leucopus assimilis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14774,Pale billed Hornero,Furnarius torridus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14775,Lesser Hornero,Furnarius minor,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14776,Rufous Hornero,Furnarius rufus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14777,,Furnarius rufus albogularis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14778,,Furnarius rufus commersoni,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14779,,Furnarius rufus schuhmacheri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14780,,Furnarius rufus paraguayae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14781,,Furnarius rufus rufus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14782,Crested Hornero,Furnarius cristatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14783,hornero sp.,Furnarius sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),spuh
14784,Sharp tailed Streamcreeper,Lochmias nematura,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14785,,Lochmias nematura nelsoni,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14786,,Lochmias nematura sororius,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14787,,Lochmias nematura chimantae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14788,,Lochmias nematura castanonotus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14789,,Lochmias nematura obscuratus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14790,,Lochmias nematura nematura,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14791,Wren like Rushbird,Phleocryptes melanops,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14792,,Phleocryptes melanops brunnescens,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14793,,Phleocryptes melanops schoenobaenus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14794,,Phleocryptes melanops loaensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14795,,Phleocryptes melanops melanops,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14796,Curve billed Reedhaunter,Limnornis curvirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14797,Striated Earthcreeper,Geocerthia serrana,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14798,,Geocerthia serrana serrana,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14799,,Geocerthia serrana huancavelicae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14800,Patagonian Forest Earthcreeper,Upucerthia saturatior,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14801,Scale throated Earthcreeper,Upucerthia dumetaria,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14802,,Upucerthia dumetaria peruana,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14803,,Upucerthia dumetaria hypoleuca,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14804,,Upucerthia dumetaria dumetaria,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14805,White throated Earthcreeper,Upucerthia albigula,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14806,Buff breasted Earthcreeper,Upucerthia validirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14807,Buff breasted Earthcreeper (Plain breasted),Upucerthia validirostris jelskii/saturata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (polytypic)
14808,,Upucerthia validirostris saturata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14809,,Upucerthia validirostris jelskii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14810,Buff breasted Earthcreeper (Buff breasted),Upucerthia validirostris validirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14811,Upucerthia sp.,Upucerthia sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),spuh
14812,Long tailed Cinclodes,Cinclodes pabsti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14813,Long tailed Cinclodes (Cipo),Cinclodes pabsti espinhacensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14814,Long tailed Cinclodes (Long tailed),Cinclodes pabsti pabsti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14815,Buff winged Cinclodes,Cinclodes fuscus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14816,Blackish Cinclodes,Cinclodes antarcticus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14817,Blackish Cinclodes (Black),Cinclodes antarcticus maculirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14818,Blackish Cinclodes (Blackish),Cinclodes antarcticus antarcticus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14819,Cordoba Cinclodes,Cinclodes comechingonus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14820,Chestnut winged Cinclodes,Cinclodes albidiventris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14821,,Cinclodes albidiventris oreobates,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14822,,Cinclodes albidiventris heterurus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14823,,Cinclodes albidiventris albidiventris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14824,Olrog's Cinclodes,Cinclodes olrogi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14825,Cream winged Cinclodes,Cinclodes albiventris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14826,,Cinclodes albiventris albiventris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14827,,Cinclodes albiventris tucumanus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14828,,Cinclodes albiventris rufus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14829,,Cinclodes albiventris yzurietae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14830,,Cinclodes albiventris riojanus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14831,bar winged cinclodes sp.,Cinclodes albidiventris/albiventris/fuscus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),spuh
14832,Gray flanked Cinclodes,Cinclodes oustaleti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14833,,Cinclodes oustaleti oustaleti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14834,,Cinclodes oustaleti baeckstroemii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14835,,Cinclodes oustaleti hornensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14836,Stout billed Cinclodes,Cinclodes excelsior,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14837,,Cinclodes excelsior columbianus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14838,,Cinclodes excelsior excelsior,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14839,Royal Cinclodes,Cinclodes aricomae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14840,White bellied Cinclodes,Cinclodes palliatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14841,White winged Cinclodes,Cinclodes atacamensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14842,,Cinclodes atacamensis atacamensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14843,,Cinclodes atacamensis schocolatinus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14844,Dark bellied Cinclodes,Cinclodes patagonicus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14845,,Cinclodes patagonicus chilensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14846,,Cinclodes patagonicus patagonicus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14847,Surf Cinclodes,Cinclodes taczanowskii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14848,Seaside Cinclodes,Cinclodes nigrofumosus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14849,cinclodes sp.,Cinclodes sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),spuh
14850,Dusky cheeked Foliage gleaner,Anabazenops dorsalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14851,White collared Foliage gleaner,Anabazenops fuscus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14852,Great Xenops,Megaxenops parnaguae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14853,Pale browed Treehunter,Cichlocolaptes leucophrus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14854,Pale browed Treehunter (Pale tailed),Cichlocolaptes leucophrus leucophrus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14855,Pale browed Treehunter (Rufous tailed),Cichlocolaptes leucophrus holti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14856,Cryptic Treehunter,Cichlocolaptes mazarbarnetti,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14857,Sharp billed Treehunter,Heliobletus contaminatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14858,,Heliobletus contaminatus contaminatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14859,,Heliobletus contaminatus camargoi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14860,Bahia Treehunter (undescribed form),Heliobletus [undescribed form],Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),form
14861,Slaty winged Foliage gleaner,Philydor fuscipenne,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14862,Slaty winged Foliage gleaner (Dusky winged),Philydor fuscipenne fuscipenne,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14863,Slaty winged Foliage gleaner (Rufous backed),Philydor fuscipenne erythronotum,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14864,Rufous rumped Foliage gleaner,Philydor erythrocercum,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14865,,Philydor erythrocercum subfulvum,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14866,,Philydor erythrocercum erythrocercum,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14867,,Philydor erythrocercum ochrogaster,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14868,,Philydor erythrocercum lyra,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14869,,Philydor erythrocercum suboles,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),subspecies
14870,Alagoas Foliage gleaner,Philydor novaesi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14871,Cryptic Treehunter/Alagoas Foliage gleaner,Cichlocolaptes mazarbarnetti/Philydor novaesi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),slash
14872,Black capped Foliage gleaner,Philydor atricapillus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14873,Cinnamon rumped Foliage gleaner,Philydor pyrrhodes,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14874,Philydor sp.,Philydor sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),spuh
14875,Scaly throated Foliage gleaner,Anabacerthia variegaticeps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
14876,Scaly throated Foliage gleaner (Scaly throated),Anabacerthia variegaticeps variegaticeps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14877,Scaly throated Foliage gleaner (Spot breasted),Anabacerthia variegaticeps temporalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),group (monotypic)
14878,Montane Foliage gleaner,Anabacerthia striaticollis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),species
