id,neigh1,neigh2,neigh3,neigh4,neigh5,neigh6,neigh7,neigh8
11865,580,2229,3457,16108,17313,17782,17846,18240
11866,4685,5111,8373,10958,12437,16164,16486,16760
11867,3913,7769,8170,8213,13661,14020,16356,19763
11868,932,2931,9627,10465,12090,14540,15419,15793
11869,747,1677,5095,6495,8874,9881,11969,13945
11870,10851,11670,19033,,,,,
11871,2178,2302,12711,15229,18537,,,
11872,41,6165,6863,7646,11345,13078,15955,16095
11873,2110,5321,11432,11827,13896,14351,15701,16123
11874,2237,15906,19912,,,,,
11875,1952,4210,4526,7979,10886,11754,12418,12787
11876,245,1014,3670,4630,6083,11177,16353,16784
11877,0,,,,,,,
11878,1005,1137,2275,3461,9269,11952,13730,17599
11879,1192,1894,1946,1969,8371,10197,11073,14117
11880,5959,9619,14161,17317,18973,19565,20583,21586
11881,7592,8010,10817,10886,11483,12787,13402,13518
11882,713,8781,14815,16435,17831,18149,19938,21084
11883,0,,,,,,,
11884,9284,10758,11441,12569,16084,17539,20122,20194
11885,3977,6297,11349,12171,,,,
11886,2785,2967,4029,4776,9779,12941,15099,15855
11887,6845,8152,13117,13654,16416,17519,19425,21736
11888,1617,7910,7975,9117,9738,9777,11847,13437
11889,0,,,,,,,
11890,3068,3640,7603,8520,13763,14609,,
11891,2749,3661,11106,13172,14468,15073,18473,18529
11892,3369,4482,4498,6391,7359,7629,16626,17003
11893,4501,5177,8828,,,,,
11894,2703,13435,13450,14347,16030,16247,18764,20287
11895,12138,12359,12900,18841,20444,20466,20510,21654
11896,1506,3394,4514,7318,9780,12541,14171,
11897,6006,7544,8327,10583,11990,13738,14916,16459
11898,4316,6198,12437,13422,16164,16767,17628,17757
11899,358,778,1618,2571,3339,3677,7869,8778
11900,6365,7838,9385,12692,18830,19295,19997,
11901,4011,6238,10927,11941,15197,18230,18412,20793
11902,3606,3732,,,,,,
11903,2523,9209,9393,11924,13817,15818,15992,16197
11904,698,7673,7684,9141,10084,12042,12173,15870
11905,2865,4684,7370,9628,13397,15173,17512,19506
11906,8658,12525,14689,17534,17997,18610,18860,19491
11907,4426,6892,10848,12055,15255,20800,21334,21824
11908,146,2562,7882,9423,11415,13729,15000,15893
11909,0,,,,,,,
11910,1146,4756,6523,7003,11085,12091,12851,13591
11911,1831,5118,7560,11404,12120,13177,15479,15776
11912,1111,2145,4843,5299,5902,7390,9333,11278
11913,1585,5435,20503,,,,,
11914,2494,2711,5153,7466,9234,10486,11076,11194
11915,1051,6323,11675,13509,14283,14929,15015,16246
11916,1096,3443,3863,5314,8022,8253,12854,12897
11917,5499,12061,,,,,,
11918,4387,5174,8717,8766,10812,16219,16223,19745
11919,5023,8582,10809,13116,13900,14586,19385,20156
11920,91,284,3349,4730,9094,11961,12508,14421
11921,0,,,,,,,
11922,10652,12309,20416,20572,,,,
11923,1958,7969,9231,10585,13162,14618,16021,
11924,2523,5465,8019,11903,13817,15992,16197,16559
11925,2222,7040,13310,15537,16670,18748,19450,21861
11926,111,945,4489,6748,9604,10174,12625,13335
11927,772,1783,2666,5993,7559,9331,14044,
11928,4461,7695,19532,20425,21774,,,
11929,5294,5725,7463,9172,9520,12523,13762,16093
11930,4440,5491,5653,8396,8506,11320,14498,14530
11931,256,412,2387,5662,6576,8118,11253,12345
11932,6882,8136,9875,16761,18297,,,
11933,981,6304,7879,11465,11796,14588,15165,15486
11934,5667,6488,8923,9582,12797,14344,19012,19434
11935,17210,19540,,,,,,
11936,12640,13713,14123,14271,15576,18801,21355,21765
11937,749,5073,11175,,,,,
11938,439,9744,10000,11169,11659,12938,13114,17743
11939,3609,5901,7603,9465,10243,12518,12759,14679
11940,1311,2618,14749,15768,19300,19438,19782,19881
11941,4011,6229,8911,11727,11901,15985,18230,20810
11942,1636,6653,11369,12585,12932,15256,18110,
11943,4058,9288,9718,10643,12453,13647,14508,14648
11944,9782,13267,13600,15097,15377,16550,17383,19109
11945,1711,2614,3633,7230,8905,13057,15703,16399
11946,3157,7786,10093,12383,12653,12801,13149,13966
11947,2276,5197,7872,7967,10183,14945,17062,18222
11948,2063,2563,3834,4516,7835,8499,9196,11698
11949,1247,3045,10219,13553,13881,14346,14392,16139
11950,986,1228,5930,8995,14865,15253,15585,16927
11951,1455,3421,5053,5502,5663,10230,11124,13140
11952,1005,2275,8676,9269,11878,15048,16801,17599
11953,1276,1380,2786,10481,10565,11449,16736,18312
11954,563,4081,6557,9676,12485,13174,14891,18093
11955,443,4392,4767,5775,6510,6999,9099,12800
11956,5428,7074,7837,9537,11381,13279,15699,16905
11957,1866,2070,3654,4982,7452,9022,9603,12476
11958,3609,4275,5590,7978,11249,13523,15573,15854
11959,13036,18730,19220,19470,19721,19736,20087,20779
11960,431,1877,3649,4256,5011,7454,8031,8901
11961,2217,4183,10194,11016,11920,12508,13484,14421
11962,109,4039,9822,11422,14570,,,
11963,24,1525,7306,12559,13875,16528,17316,17514
11964,1838,5358,9908,10807,11265,11483,12414,13518
11965,126,2320,7968,8752,10987,13520,13593,15277
11966,12,997,6331,8112,10093,10233,12655,13149
11967,163,1772,5064,8637,9510,17573,18705,19055
11968,636,1881,4010,10894,12067,14455,18101,21677
11969,5095,6495,11869,,,,,
11970,4988,12145,13904,14901,15369,16407,21442,21601
11971,442,1241,9436,12549,15501,15782,18733,19746
11972,3054,15217,15724,16177,16414,17843,18524,21007
11973,4978,8537,10018,12593,14122,16287,17982,19165
11974,186,222,604,2112,2153,6532,8028,15878
11975,54,1134,2052,5303,8311,16732,,
11976,1699,1702,4122,7201,7434,9087,10839,13226
11977,797,1349,4810,5107,5602,6674,6934,
11978,4518,7959,9224,9553,11092,12974,13330,13884
11979,8059,8171,9298,10863,11146,16672,17754,20553
11980,1202,4651,12299,13554,15718,16345,18437,19251
11981,1093,6206,8262,,,,,
11982,94,1677,3158,7150,7495,7905,8197,11820
11983,1200,2610,4012,4821,11766,18320,18461,21796
11984,1476,3458,7193,7503,8385,10323,11738,21478
11985,523,3780,7354,9548,14624,16685,17181,17776
11986,2568,17374,18608,19517,19964,20376,21742,22081
11987,4274,4494,4893,5922,10148,11603,13170,13555
11988,62,399,6070,7128,7166,7853,9246,13272
11989,12634,18348,18584,19439,21332,21641,21775,22038
11990,6006,6426,9720,10583,11787,11897,17094,17583
11991,5484,7963,8225,8413,8739,9657,13746,15603
11992,5646,7140,10097,17361,17478,17826,17850,19424
11993,2951,3378,4050,5585,11001,14399,17267,21108
11994,3,1524,4713,5494,8426,9669,18298,18549
11995,4127,4307,5737,7595,9401,11059,17381,17922
11996,695,,,,,,,
11997,14957,19690,,,,,,
11998,0,,,,,,,
11999,1102,2398,8080,9261,9689,12767,13196,13633
12000,3017,7439,8603,9555,12335,14760,18247,19529
12001,2123,5270,8446,9511,11236,14202,14293,22072
12002,1175,6610,7789,15236,16867,19657,20783,21482
12003,1180,4279,5033,6232,6536,9794,11673,12282
12004,2757,3418,6062,7264,10426,10712,11544,18795
12005,9871,,,,,,,
12006,2465,6947,7780,9947,15492,15555,15601,17320
12007,7044,7652,8401,8468,9188,10283,10558,11481
12008,7123,8568,11259,,,,,
12009,6344,9008,15523,19243,21090,,,
12010,139,4379,4887,7358,12248,16524,17079,19103
12011,631,2152,5640,6931,7037,7267,8621,10442
12012,2965,3171,7511,8141,11500,13054,13134,13574
12013,437,3935,6677,10046,10341,13361,16593,17926
12014,1075,8309,12569,14105,14177,17539,19466,20289
12015,1575,2587,2847,4208,6955,7601,7709,13346
12016,540,3087,20524,,,,,
12017,3992,4201,7175,14872,15278,18171,18880,19356
12018,1667,4806,9407,10791,12939,14302,15037,19623
12019,302,3492,3838,5934,6796,9464,10378,13096
12020,2333,10505,17745,18088,19496,,,
12021,638,2131,8728,10496,13403,14256,14279,15209
12022,2663,4532,8566,12617,14403,20206,21860,21912
12023,9097,11511,12804,13925,15091,,,
12024,837,1890,2020,3106,5796,10842,10985,12534
12025,4981,9693,10083,20149,20356,,,
12026,3540,3591,6513,9209,9662,11674,15902,15962
12027,1911,7739,8784,14515,18843,20543,20659,
12028,2576,6194,8501,10990,17669,,,
12029,3177,8524,9405,10387,14439,17696,17814,17915
12030,1357,3789,7527,10240,10999,11717,17630,
12031,1978,3967,10454,11154,11334,15192,17789,18525
12032,3140,6236,12397,13233,20392,20571,21685,22044
12033,243,2808,15387,,,,,
12034,5511,6422,8098,10289,14225,16098,17443,17653
12035,0,,,,,,,
12036,400,1454,3027,6240,10649,15393,15835,16803
12037,409,620,3551,4368,8985,11070,14213,14983
12038,420,1890,2020,7183,7653,8792,11667,13648
12039,886,1244,9558,16002,16003,16081,19161,19376
12040,4911,9955,10493,14566,15313,16597,19181,19505
12041,50,2230,9527,10700,11308,12254,,
12042,698,3776,6178,7673,11904,12173,15870,17594
12043,493,5042,5425,8835,9316,11080,11475,11496
12044,1056,3416,21483,,,,,
12045,3066,7030,7326,8890,10102,,,
12046,8764,,,,,,,
12047,1182,1857,2119,9912,11288,,,
12048,648,7159,7510,7985,8620,9569,10613,12161
12049,2294,5172,11678,14854,19009,20267,21008,21755
12050,4233,6054,6454,15490,17489,,,
12051,1250,2484,4962,7352,7785,10127,13560,16110
12052,21929,,,,,,,
12053,1641,2970,10603,12144,15686,19051,20285,20692
12054,4372,6520,8286,,,,,
12055,2103,6950,9566,11907,12788,15255,17295,20800
12056,208,9577,12315,12780,16755,,,
12057,246,399,5732,7128,10105,10841,11150,12579
12058,2582,9371,9563,13371,14405,14460,,
12059,3638,9048,9775,10270,10510,11280,13407,14282
12060,4725,12935,13321,14459,,,,
12061,7814,11917,,,,,,
12062,2593,6695,7293,9184,11664,12420,16242,17375
12063,842,,,,,,,
12064,601,967,7810,13152,16857,17632,17950,19622
12065,2917,5990,10347,12680,14779,18336,18457,18968
12066,3256,7156,7906,11834,,,,
12067,570,1881,8776,10612,10876,10894,11968,12700
12068,4312,8813,10433,13849,14111,16436,16830,17221
12069,5290,9222,10555,13044,13367,,,
12070,4622,5503,15596,,,,,
12071,4249,9014,9793,10052,12120,12449,12969,14696
12072,7027,9095,9356,15965,16249,,,
12073,2333,4213,11251,15257,15615,17749,19071,19913
12074,515,5200,10747,,,,,
12075,5382,11209,20592,21287,,,,
12076,723,9596,11197,17380,18531,,,
12077,3475,9129,10484,14231,15984,,,
12078,1184,3657,3808,4140,5046,6525,11044,13589
12079,2298,2687,3316,4354,8991,9211,12959,16491
12080,40,8424,8978,9696,14565,15167,18319,18826
12081,2641,3166,3701,4601,8807,10243,12434,12518
12082,295,309,554,1246,7736,11529,11752,13707
12083,3796,4397,5594,13842,18369,18382,19673,21404
12084,4028,5699,7378,7885,10870,14121,15856,
12085,1073,1752,4073,5429,9883,11204,13423,17492
12086,9658,14507,14946,18545,20297,20886,20940,20985
12087,2849,4778,7144,11787,12379,17094,17211,17583
12088,1420,6953,7349,14900,17896,17917,20537,
12089,3121,4443,8033,8198,9937,11779,17712,18892
12090,932,3728,4344,7767,11868,15793,16304,18158
12091,1146,2653,6523,8304,9076,11910,12698,16161
12092,1410,1460,6464,8095,15265,16681,20614,
12093,824,3654,4509,5688,7452,8294,11427,13767
12094,9586,10821,13860,15868,16871,18420,19500,19528
12095,3148,3281,5760,11241,15444,15691,21629,21769
12096,4920,10540,20398,,,,,
12097,2135,2300,6203,11693,12176,14506,17416,18045
12098,591,7602,9899,10660,13791,16993,17707,
12099,458,1462,8788,9630,15422,17311,18201,21631
12100,1176,2793,7786,9805,12383,13186,13872,14868
12101,2206,4794,13880,15133,,,,
12102,1116,7665,9295,10091,13881,14447,14514,16139
12103,2504,2513,6046,,,,,
12104,627,2131,3433,5654,9927,11178,13537,14279
12105,474,2923,4340,6382,8550,11545,16648,17152
12106,711,898,4036,7379,10760,11365,16599,17283
12107,272,5393,8724,10805,11344,11836,20874,21210
12108,5991,8360,12143,12738,13726,17046,17264,
12109,12171,14631,14839,,,,,
12110,0,,,,,,,
12111,1639,8491,13786,16277,16457,18848,20581,
12112,3514,7924,8489,12684,15804,19116,19473,19503
12113,1629,2048,5515,10343,10598,12338,12731,13265
12114,936,2326,10186,12154,13949,14481,17343,17827
12115,2765,2813,4164,4633,4815,7644,11450,14493
12116,5528,11774,,,,,,
12117,270,2124,2239,6563,7007,18086,18243,18342
12118,6436,6529,6723,8163,13168,13752,19638,19666
12119,47,1284,8949,9570,10176,12762,18173,
12120,1831,8807,9014,11647,11911,12071,12449,13177
12121,125,1334,1975,2866,4061,5789,6554,12222
12122,2525,3471,3757,7796,10200,13631,14300,16096
12123,75,614,5698,6076,7335,9584,18367,18514
12124,153,16319,17749,19071,19145,19377,19514,19754
12125,3533,5397,7347,8379,10527,10835,10922,12905
12126,1953,3515,6065,7060,7951,8135,8307,9985
12127,958,2210,4659,5236,5905,7844,8130,8661
12128,589,2631,3149,,,,,
12129,3202,3472,4628,6428,8038,8190,8636,10972
12130,562,4118,5396,5622,12868,13041,15237,15791
12131,12765,16427,17378,,,,,
12132,7183,7292,7597,7960,8037,13429,13648,14333
12133,465,715,917,2462,4585,4967,8938,9012
12134,6961,9931,14208,19045,19693,20137,20650,21814
12135,0,,,,,,,
12136,2116,12391,13739,14010,17586,17945,21457,21732
12137,859,3396,5138,8164,17901,20976,21332,22038
12138,8290,8402,11895,19940,20444,20466,20510,21654
12139,209,2716,10300,13185,14222,19572,20241,20314
12140,1326,9395,10529,12198,17491,20738,21958,
12141,1694,3405,4083,4543,5718,7301,10730,12948
12142,2957,3155,4876,8039,13132,15935,16250,22031
12143,4662,5991,6513,8360,12108,12738,15962,17046
12144,1641,2970,10375,10603,12053,20022,20692,21063
12145,313,5433,11970,14622,14901,15797,16407,18061
12146,2033,9458,13629,13995,15317,16769,16882,20603
12147,2075,3673,15951,17411,20101,21120,21639,
12148,2806,4020,4071,5267,5417,10103,12981,17881
12149,5976,8683,20186,20911,21278,,,
12150,3929,4404,7051,7363,13368,14774,21203,21283
12151,1244,1770,6174,7298,9956,15345,16120,19376
12152,70,2368,5888,6541,6921,9208,11709,
12153,963,1281,7155,8215,8689,10872,11272,13754
12154,903,936,1848,2326,10186,12114,13949,14814
12155,1835,3395,4858,9414,10154,14431,14569,18607
12156,4845,8639,12597,15059,15803,16173,17967,17986
12157,1952,2832,4526,4753,6857,10580,11754,11812
12158,6881,7467,13585,18058,21076,,,
12159,1446,3565,8934,10037,10050,,,
12160,162,1312,4422,6973,7208,8338,10546,14426
12161,648,2678,6663,7159,7985,10305,10613,12048
12162,8213,11031,13661,18006,19210,19220,19721,19763
12163,727,4358,7478,12913,13868,16190,19475,20161
12164,2521,13808,15401,19206,21789,,,
12165,1285,4016,5088,9976,16342,16862,16880,16945
12166,8924,9940,16822,19812,20137,20650,20836,21522
12167,5132,5183,5373,6608,17190,18644,21745,
12168,12237,13760,17895,18176,18627,21184,21190,
12169,1370,1893,3832,5004,10459,11841,14666,15319
12170,624,1904,2883,5131,7179,8770,13297,14995
12171,1908,6297,11349,11885,12109,14631,14839,
12172,859,6102,11737,14788,15929,17901,18343,22055
12173,4804,6178,9743,11354,11904,12042,15870,17594
12174,667,6022,7291,10221,16273,16855,18710,20148
12175,3234,3394,8552,9780,10069,13497,14171,14477
12176,130,390,2135,2300,4524,12097,16191,17911
12177,1635,4909,5987,7721,8388,11641,12963,14424
12178,6852,7206,8003,10658,12259,13209,14035,16617
12179,267,472,4598,5586,5831,7262,15040,16127
12180,2989,11384,19286,,,,,
12181,4627,7501,15026,16563,16606,17035,18249,20041
12182,1213,3846,5447,13859,17203,17680,20588,21995
12183,7991,9670,10077,10153,15186,19149,19221,19797
12184,149,893,2914,5460,5614,6028,7296,8068
12185,1869,5353,6950,7486,12788,13941,21043,21989
12186,3088,4510,5690,5873,14445,14902,15130,21688
12187,4962,5063,5919,6378,7352,8697,13005,16508
12188,679,3367,4003,4057,4065,8688,10553,15188
12189,6478,9259,9600,9823,10233,12200,12655,14396
12190,2277,3761,4107,4540,7398,9369,14794,15409
12191,0,,,,,,,
12192,1031,5682,14191,14675,16527,17995,18396,19402
12193,5603,9612,15407,15692,17500,,,
12194,2006,15909,19892,,,,,
12195,405,,,,,,,
12196,847,1434,3837,4046,5363,5830,10515,11548
12197,888,5982,7168,7972,8199,8559,9530,11550
12198,1326,1863,9395,12140,17194,19253,20738,21958
12199,1062,2756,4952,8408,8695,12252,12822,13488
12200,2485,9259,9823,9858,11394,12189,12655,14396
12201,3410,3427,7160,8877,10040,,,
12202,1649,3275,6077,9398,10831,11759,19200,20078
12203,6166,7256,8686,14739,15194,16135,20417,20680
12204,6222,7634,12287,,,,,
12205,75,1584,5986,7335,10211,17112,17313,18463
12206,902,4182,7134,8006,15683,16220,16829,18732
12207,1474,6599,7290,13573,14175,16680,16702,18507
12208,653,2679,3788,12376,12403,13030,14142,15384
12209,319,4860,11248,13852,15082,15723,16530,17091
12210,468,1849,3264,4327,8602,14502,17858,18380
12211,2214,4879,6539,15863,,,,
12212,2909,7697,8858,8955,9084,12357,13809,15646
12213,134,1647,3811,6068,6445,6669,7058,17772
12214,93,3784,4283,6288,10351,15544,15980,16165
12215,1862,7216,11307,13065,14258,19621,20974,21182
12216,2107,3237,5106,14053,20488,,,
12217,3282,3520,4216,5601,12953,15656,15744,16819
12218,375,672,4465,8831,10883,,,
12219,2296,3495,3754,4029,9933,10138,14072,15855
12220,2058,2994,6988,18961,20035,20042,21388,21694
12221,468,1752,2337,4073,10397,11045,11204,18697
12222,1334,1928,1975,4061,6554,8990,9070,12121
12223,5405,10120,11190,,,,,
12224,7010,7123,10220,,,,,
12225,5060,6638,12369,14469,19092,21305,21965,21972
12226,1882,2109,7847,8515,9543,11563,11685,14442
12227,1675,2050,3422,10892,11262,,,
12228,2373,2514,10016,11595,11789,18471,20944,21467
12229,6173,7047,7187,9986,10135,12252,12458,12461
12230,5053,5663,6830,7570,8203,8345,13140,13867
12231,14695,21015,,,,,,
12232,2033,3973,7523,8180,13995,17796,20843,20852
12233,5243,11587,12678,12708,12882,13325,13579,17139
12234,1762,2633,6235,9044,9598,12571,15189,15704
12235,1195,2366,4337,15009,16497,16651,17524,17975
12236,1026,7685,7720,9681,16055,16833,17744,18119
12237,12168,13760,21184,,,,,
12238,1718,3449,6470,6711,7170,9684,10538,13022
12239,89,2097,5939,14797,19177,19549,21680,
12240,757,832,3321,8541,8665,11230,13555,14038
12241,1919,7447,17657,,,,,
12242,21323,,,,,,,
12243,1487,3105,5580,5790,7765,11174,14800,15064
12244,4148,4409,4683,5870,9805,10898,10910,13186
12245,1722,2325,8961,10159,10578,10661,13749,14383
12246,1999,3220,3314,3822,5489,8196,9023,10640
12247,3650,8204,11113,17425,17742,,,
12248,3766,4379,4887,7358,12010,12770,14755,19103
12249,1106,5005,10264,12447,14897,16320,21267,21656
12250,79,1267,3869,4234,8061,11356,13189,16357
12251,1572,3009,3084,15303,15728,16124,,
12252,6173,7187,8800,11392,12199,12229,12822,13488
12253,270,877,2402,8090,13000,18321,18995,
12254,2558,8306,8685,9527,11308,12041,15131,
12255,307,447,1756,5494,9669,15828,17675,18597
12256,4220,5651,11380,12999,16510,17285,17764,18179
12257,2208,10836,12835,16414,17506,17529,22004,
12258,1293,11275,12260,12786,13042,14678,17498,20895
12259,2470,7718,8003,8023,8463,9047,12178,16617
12260,5946,8299,11275,12258,16949,17498,20774,21428
12261,7850,9376,13284,14062,18122,18454,18484,19128
12262,1415,9947,11285,13394,15555,20513,21835,21996
12263,219,3631,3857,5313,5822,7254,9916,16086
12264,1717,2812,5898,6502,7307,13832,15086,16397
12265,1791,6915,7146,8624,15087,16996,19758,21725
12266,5428,6693,9972,10814,14887,16905,,
12267,350,3491,5238,5483,6632,7052,7962,9265
12268,8628,9929,11597,12816,12887,14023,17088,18089
12269,189,1254,10290,13366,15157,15569,16313,18441
12270,0,,,,,,,
12271,9844,10287,12829,,,,,
12272,397,4916,12600,13440,15262,17939,20055,21930
12273,867,3762,5626,5722,9427,11337,14398,17243
12274,4455,5438,6956,8972,10026,16062,20312,22054
12275,10201,15664,21714,,,,,
12276,2176,4974,6954,7424,7884,15846,18172,18290
12277,2931,3393,4672,5910,15894,16418,17561,18169
12278,7,5537,11476,11553,14388,15371,16628,19936
