id,neigh1,neigh2,neigh3,neigh4,neigh5,neigh6,neigh7,neigh8
6594,772,3815,4441,,,,,
6595,4348,5092,7180,7781,20288,20486,20599,21682
6596,7719,8424,8978,9500,13708,14341,16000,19182
6597,5895,5904,12496,,,,,
6598,3964,5518,12888,16014,16140,16315,17543,18601
6599,228,4704,7290,8341,9247,12207,13080,18507
6600,379,6542,6556,8082,9750,10059,12614,17741
6601,6585,8915,13598,15101,15473,19146,19274,20442
6602,9370,,,,,,,
6603,2997,3212,4147,4700,8598,11411,12599,13879
6604,105,2922,9992,11254,11317,15141,16639,18317
6605,3207,3725,4326,4432,6221,9897,9980,12385
6606,789,10694,10903,,,,,
6607,1681,7164,7165,7924,14411,15689,17037,19503
6608,5373,7043,10601,11825,12167,12552,21745,
6609,5092,7781,9390,11749,12381,13616,13932,16815
6610,1175,2279,12002,15218,16867,18650,19657,21482
6611,13031,,,,,,,
6612,1825,2616,17937,19211,19674,21207,21532,21695
6613,322,684,2282,10132,11767,20056,20825,21438
6614,6125,8337,8623,9847,10844,13742,14419,17682
6615,6380,14041,17049,19858,20458,21819,,
6616,367,422,4895,9710,13273,13614,15059,16173
6617,1518,2928,7628,8427,10722,11420,13270,
6618,1501,3448,3474,5297,5464,7958,9039,12284
6619,2096,2964,4637,12734,16338,16446,18392,20203
6620,8646,17728,18014,,,,,
6621,4544,4742,7929,,,,,
6622,73,521,2910,4408,6558,8834,10031,13428
6623,308,609,3770,5925,6812,9054,,
6624,1496,6863,8640,11651,11818,12664,16007,16095
6625,1457,11167,14849,17340,17397,20109,,
6626,166,1953,3515,6081,7736,9707,11569,13887
6627,137,2272,3039,6316,7099,8744,9553,11185
6628,5306,12874,18517,,,,,
6629,802,1614,6571,8594,13836,14261,14264,15559
6630,3223,4059,4784,5259,7661,9721,10223,11264
6631,2321,4657,4717,6103,7655,9258,15674,19521
6632,1136,5238,5483,5822,7052,7254,7962,12267
6633,5173,7974,14686,16752,16888,19278,19780,20508
6634,2693,8438,13669,15355,16454,16499,18593,18772
6635,359,3123,4079,8217,9532,9593,9800,13372
6636,742,18928,22053,,,,,
6637,2835,5924,11135,13970,16324,17465,17552,18962
6638,5060,7401,12225,12474,14000,17297,19092,21528
6639,5603,9528,17880,,,,,
6640,0,,,,,,,
6641,4854,8895,11593,14101,14669,14738,19414,19830
6642,6530,6747,8653,9480,18346,19010,19241,19625
6643,4645,5278,5419,9367,10111,10624,11655,19490
6644,6105,8409,8607,10449,13776,15500,16394,16954
6645,4336,5338,5835,8140,11101,12783,16989,17433
6646,1048,3881,4481,6515,20058,21100,21441,22125
6647,77,230,2146,4746,10280,11146,12707,16672
6648,8392,8523,10719,17310,18752,19585,19844,21029
6649,86,7550,10787,13363,16102,17727,20178,20242
6650,3026,4895,6905,9343,10767,13273,16690,18157
6651,182,3501,6133,6927,16748,19570,20481,21079
6652,5997,6172,8492,10868,14334,14486,18966,21260
6653,11369,11942,15256,,,,,
6654,3168,20898,21115,21188,21456,,,
6655,7268,10594,10647,11043,11438,11579,15200,17845
6656,246,3252,5618,5732,7136,9488,10843,11200
6657,4051,6224,8618,16248,18540,19085,19609,20619
6658,2333,2754,10505,15257,15615,,,
6659,1061,1489,4865,10686,11491,17963,21969,22042
6660,6423,8319,11561,16077,20782,,,
6661,233,756,5972,7111,7738,11026,16225,16979
6662,1371,2322,5066,5277,6516,8860,13347,19714
6663,2494,2542,7985,10305,10486,10531,12161,13596
6664,1303,2138,5968,8881,14919,15794,15826,16539
6665,635,828,3551,6260,7960,9185,10086,14983
6666,1437,1581,6441,11572,16463,18244,18431,19575
6667,290,1553,3475,4359,5807,5945,7089,10484
6668,1673,1727,19348,,,,,
6669,134,340,1647,2170,11145,12213,17329,19431
6670,1894,7464,9238,10197,11073,11425,12431,14761
6671,371,1483,6680,8666,9159,17056,18689,
6672,1995,3577,3848,4083,5356,9861,14702,19815
6673,2126,3785,4013,5103,9974,10025,11763,16592
6674,797,1349,2831,5602,6934,10936,11977,13204
6675,6480,10132,11767,16097,18836,20008,20722,21533
6676,1852,1902,2409,4028,5573,7885,13680,
6677,9323,10046,11773,12013,13361,16593,17926,17959
6678,2401,3249,4053,5730,5871,6012,6760,13495
6679,851,10066,10213,,,,,
6680,204,371,1483,5146,6671,9159,14982,17056
6681,174,777,2028,5837,9714,10130,11240,13512
6682,3041,6339,8797,9105,11498,18523,19589,19600
6683,159,1088,1277,11291,12294,12646,15612,16128
6684,4281,12596,15222,16889,17086,18209,19054,20547
6685,2611,4931,8627,9130,9547,11131,13051,13506
6686,1318,2506,2600,9424,12972,13144,16111,16637
6687,1037,1637,1862,6733,9309,11225,19621,20563
6688,523,7372,12326,13357,14624,15234,17631,17776
6689,4414,5052,5219,10424,11161,20021,20950,21968
6690,4024,6026,7707,10823,12573,13628,16075,16705
6691,1806,1857,3136,4903,7531,8506,9912,11843
6692,1774,3568,4094,8025,17140,20208,21360,21544
6693,12266,14950,15699,,,,,
6694,17370,20936,,,,,,
6695,700,3962,5774,9184,11664,12062,17181,17918
6696,649,10954,12312,18831,,,,
6697,3267,3721,8227,11266,11330,21458,21468,22039
6698,1653,2329,2528,3381,4872,9303,12372,14651
6699,11341,16185,17131,18046,18409,19853,20780,21672
6700,5565,5576,8244,8524,9405,16216,21964,22110
6701,1120,2375,2522,5588,8649,9040,12355,13869
6702,8747,12279,18997,,,,,
6703,4176,5188,8084,13432,15014,15938,19712,21147
6704,9285,9351,14104,14827,18566,19800,20787,21156
6705,1794,3352,7731,12422,14065,15720,16731,17047
6706,1297,2774,3500,4476,6575,8986,13237,
6707,1793,2462,2770,3478,4585,7485,8673,11845
6708,550,3884,13856,,,,,
6709,1567,6404,7833,10304,13222,14535,14877,17780
6710,2011,3004,4267,6029,6093,8962,9751,13194
6711,2013,2324,2673,6943,7170,8815,10538,12238
6712,237,8629,16078,16207,16808,16935,17294,17699
6713,47,1198,3859,5181,6900,10176,13035,
6714,2303,3845,8484,10353,11822,14223,14688,19875
6715,3469,4009,4735,4979,6564,7053,7772,14019
6716,3612,9851,12478,13033,18908,19360,21372,21429
6717,2688,3050,3671,6360,7015,8765,15918,17326
6718,1791,5804,9561,15087,19194,19758,20310,21973
6719,3590,20322,,,,,,
6720,3529,6886,8485,,,,,
6721,0,,,,,,,
6722,0,,,,,,,
6723,2438,3508,6529,6764,8163,12118,19638,19666
6724,3253,5730,6760,9289,9832,10232,14882,14947
6725,1408,2448,5592,7754,10408,14984,16141,18372
6726,1463,5121,6325,12867,13908,19123,19814,20745
6727,7077,8755,10414,10997,11499,13224,15202,15322
6728,3332,3903,4736,5318,16612,17515,20848,21645
6729,62,202,532,3153,4270,4363,9244,13123
6730,3704,6060,6291,6976,14670,15052,15306,17619
6731,19662,,,,,,,
6732,4638,5328,9896,10632,11534,15965,19300,19448
6733,1637,6687,9309,11225,17111,20563,20658,21871
6734,7996,15957,17448,,,,,
6735,262,491,7109,7572,9705,13317,13826,14623
6736,19658,,,,,,,
6737,6806,7081,7901,7919,8951,9010,13780,14771
6738,454,2682,5051,5849,7200,15767,16196,16559
6739,1403,1926,3876,9087,9486,10839,12298,12948
6740,375,10737,11589,,,,,
6741,3630,4894,5884,9363,11121,12676,13259,13444
6742,15,889,7372,10340,13357,14624,17861,18032
6743,658,1004,1109,3217,3979,9131,13558,17883
6744,4460,5015,5337,6885,7949,14157,14990,15375
6745,10775,13411,14339,17903,19381,19602,19617,20686
6746,5491,7028,7953,9283,9315,9529,12794,13489
6747,413,418,6530,6642,8653,12313,19241,19625
6748,1741,5116,5541,6104,6570,9604,11926,13335
6749,417,1698,1799,4049,8285,15764,17275,18869
6750,440,8916,20912,,,,,
6751,1081,1866,2070,6184,7775,10379,13499,14147
6752,3322,6005,11770,14195,14697,17422,19189,19428
6753,32,879,1017,1041,2323,9498,11514,13220
6754,522,2048,3028,4167,5515,7935,9550,10380
6755,7247,11078,12553,13644,14573,15484,18161,21010
6756,1907,7102,8140,10881,11101,11301,13737,16865
6757,1903,2534,4350,11359,14663,14673,14888,19215
6758,1236,2782,2926,7351,9710,11681,12693,13614
6759,829,1395,6076,6584,8850,10061,15223,18367
6760,888,4053,5730,6678,6724,9289,10232,14882
6761,0,,,,,,,
6762,742,6434,11512,12353,17097,18211,18928,21073
6763,1202,10104,13538,13554,14068,14898,17329,19170
6764,3113,3508,6723,8439,10268,16054,19603,19666
6765,2917,2930,9817,10347,12680,13545,14441,19088
6766,10272,,,,,,,
6767,13831,,,,,,,
6768,91,284,9831,13991,14433,,,
6769,2147,9119,10709,12806,18917,20891,21065,21798
6770,356,1447,2863,4304,6444,9197,12803,12859
6771,5072,5178,9323,11203,11773,13013,13307,17959
6772,0,,,,,,,
6773,6471,7143,9706,13943,18287,18710,19668,19984
6774,1149,6898,15671,17237,18745,19043,20159,22115
6775,0,,,,,,,
6776,2159,3243,4823,8692,11303,13993,19810,21746
6777,1198,2693,5181,10176,10869,15642,16454,19331
6778,672,5829,5958,,,,,
6779,5805,7377,13871,18283,18285,19682,20633,21035
6780,3034,3532,3787,4762,4824,8132,10250,18223
6781,652,9812,10359,11640,14248,15439,18153,19482
6782,618,2998,4758,4867,6823,8897,10404,13758
6783,973,1426,2584,4405,6910,10500,10725,11087
6784,7937,10384,13066,,,,,
6785,1939,2416,7917,9782,12910,17166,17383,17395
6786,4013,5103,5216,8603,10329,10935,16547,19529
6787,7074,9537,10237,10481,10565,11381,11449,18190
6788,229,8433,9282,12888,14512,16315,17173,17543
6789,963,1678,2439,3911,8769,9288,13582,13754
6790,2875,9481,15321,,,,,
6791,1076,1959,2200,2844,4567,7262,16763,17413
6792,2097,4195,5834,6320,14797,18082,19177,20790
6793,621,1432,4203,7755,8115,9559,10047,14194
6794,712,14828,17660,,,,,
6795,3368,10849,17425,17742,19917,,,
6796,4047,4095,5735,5934,6025,10378,12019,12283
6797,3973,14813,20852,,,,,
6798,2597,2634,5367,6008,7650,8738,9798,11618
6799,495,3286,5222,6259,8332,9866,11068,12416
6800,2849,5222,5523,8332,9720,10858,11787,12416
6801,2750,4891,8742,9736,10855,13305,14067,15755
6802,1961,2203,2715,7185,16616,20237,20754,21971
6803,2223,3941,6324,7233,16576,17455,20807,21595
6804,5950,7110,12481,14644,19065,20502,21762,22023
6805,1962,3985,6855,14756,17113,19281,21273,21888
6806,3572,6737,7081,7919,13780,14771,15068,17656
6807,842,,,,,,,
6808,1589,2827,5344,6985,7748,8157,8508,12847
6809,8478,,,,,,,
6810,4980,12491,15423,15865,18526,18894,20577,20737
6811,13217,14224,16587,17605,19560,20079,20961,21797
6812,3770,5925,6623,7999,,,,
6813,5658,12585,13391,13578,14090,15695,18110,
6814,1642,5719,5825,6124,8838,11132,12982,13463
6815,1274,1347,3602,4844,12404,,,
6816,5729,8161,12511,13133,13357,15234,16778,17631
6817,1940,2863,4304,5452,6293,8450,12859,14250
6818,2941,5141,8566,9523,11795,13415,19467,21912
6819,1679,4761,7134,8006,13414,15739,16973,18440
6820,0,,,,,,,
6821,8658,12525,16100,18860,20574,,,
6822,241,3055,4124,5285,9250,9420,13599,14862
6823,382,3276,4758,4867,6782,9738,10404,13758
6824,2807,5633,9001,10756,12724,13129,15891,17493
6825,1217,5300,7285,14139,14395,14553,14770,17781
6826,667,1412,10221,10417,17208,19313,19743,
6827,767,5158,5167,6363,8430,13821,13865,16545
6828,1053,3513,4722,6834,14985,19324,20177,22043
6829,14949,15368,15878,,,,,
6830,7570,9098,9412,9674,10890,12230,13662,13867
6831,1905,4269,5635,7473,9656,11537,14627,14949
6832,2784,3852,8484,9477,12832,14688,15101,15473
6833,1078,1302,5932,9715,13072,15307,16806,17664
6834,1053,3513,6828,11309,14985,17250,20177,21389
6835,3183,7278,7800,9164,10185,11721,18589,21164
6836,15994,,,,,,,
6837,3047,4197,8663,11604,14224,18687,19920,21797
6838,2350,4226,13461,16282,19111,,,
6839,10962,11811,12347,15281,15540,16735,17005,
6840,147,1117,1469,9223,10731,12454,13416,13436
6841,93,555,3282,4216,10208,11555,16165,17955
6842,1101,1173,1562,10175,11859,16543,18972,19064
6843,372,1015,1912,4001,7715,,,
6844,4805,7076,7818,8723,10871,17557,18054,18125
6845,11887,13654,16088,17519,19425,20504,21736,21938
6846,1586,7470,12914,,,,,
6847,1906,4926,5128,5458,6088,11069,12885,15128
6848,6878,9474,13546,13666,15663,19867,20719,21603
6849,4503,5938,10820,11375,13772,15079,16841,17136
6850,1464,2311,5530,8875,9268,12631,14028,16039
6851,1029,4017,5457,9016,9412,9674,14808,15042
6852,898,3051,5341,8003,8463,10760,12178,14035
6853,1015,1912,3011,3383,5439,5936,12484,
6854,1251,10801,11399,21291,,,,
6855,1962,6805,14127,16974,17113,21273,21510,21888
6856,1576,4529,7861,10569,15757,16477,17248,18123
6857,1952,2832,3889,4526,4753,6141,12157,14058
6858,1122,1322,2207,4513,5200,10776,10805,
6859,989,2941,5141,6892,16259,21334,21818,21824
6860,0,,,,,,,
6861,4619,6094,6123,6244,6432,9884,10838,18782
6862,21713,,,,,,,
6863,6624,9476,11345,11651,11818,11872,16007,16095
6864,1285,2385,3007,4016,10366,13999,16555,16964
6865,0,,,,,,,
6866,4573,6225,7217,8401,8739,9657,12899,13746
6867,9116,13418,19907,20024,20463,20482,21209,21622
6868,675,1842,2154,5019,10355,10407,15183,15574
6869,1420,3452,7420,10425,11282,17444,19276,
6870,3175,3493,4557,5245,5597,9914,13374,14296
6871,511,8721,12880,13543,18076,18099,18351,18366
6872,2078,6195,6965,14022,18633,20467,20968,21566
6873,874,3132,3841,9121,9668,9758,11592,13526
6874,1055,10788,14329,15782,15787,18733,19746,20758
6875,2215,8461,8813,9291,15018,15095,16134,17221
6876,761,2585,2735,4432,9348,9475,12385,14214
6877,925,2869,3074,3141,3238,4861,9615,9730
6878,1358,3896,6848,14710,19647,19867,20719,21574
6879,2635,4562,8713,8787,9768,10707,11426,12838
6880,255,815,2655,5007,,,,
6881,7467,12158,21076,,,,,
6882,1140,3301,8136,8953,9875,11932,18820,
6883,5619,8474,8736,11091,11149,14335,14852,16922
6884,20378,,,,,,,
6885,409,4460,5015,5337,6377,6744,14157,14213
6886,3529,6720,8485,8643,9354,,,
6887,5833,9833,9900,17777,19436,22026,,
6888,4590,7456,9160,19016,20396,20401,21433,21573
6889,5094,5701,6463,7757,14748,15575,20016,
6890,1644,2493,7115,7903,16045,16435,17621,17831
6891,4099,5267,6937,17271,17573,18632,18829,19055
6892,6859,7486,11907,12788,15255,16259,19860,21824
6893,0,,,,,,,
6894,0,,,,,,,
6895,2013,2324,5824,6943,8650,11239,12519,18937
6896,63,3840,10978,15952,18115,18291,19476,20835
6897,586,958,1981,3768,5119,8130,8184,8661
6898,177,6774,9031,17237,18152,18397,19043,20209
6899,67,2319,3227,4110,4894,5884,9775,11016
6900,47,6713,12990,13035,17590,18173,,
6901,1906,2380,4172,5128,6231,7260,9941,12410
6902,509,948,1592,6190,9379,10664,11022,11406
6903,2320,5272,8752,9908,9957,12550,12946,15277
6904,4447,9056,11318,17388,17799,18246,18555,19086
6905,2106,6650,9343,10767,11823,13273,15389,18157
6906,415,2903,3285,4996,5606,7939,7994,8952
6907,3366,3862,5694,16040,17602,21386,22061,
6908,14473,15363,16411,18043,18506,19370,19404,21424
6909,3290,7831,7892,9079,9849,12837,13610,13992
6910,6,1663,2584,5371,6465,6783,10161,10500
6911,831,3520,4216,5551,5601,11501,11555,17567
6912,3464,7805,8547,9438,10691,11086,16001,16251
6913,1027,5643,11360,13894,18168,19744,21545,21889
6914,303,2087,4970,10100,10513,14064,17992,19526
6915,2766,4958,12265,16996,19741,20152,21261,21725
6916,224,1538,14150,,,,,
6917,2404,11312,13390,,,,,
6918,7693,8339,9649,11289,13055,18183,18272,19687
6919,1846,2251,4770,5931,9375,10229,16913,17101
6920,5558,13434,13515,14597,16311,20880,20884,21089
6921,5888,6541,12152,,,,,
6922,1419,1619,2129,8708,8859,10166,10941,13783
6923,1969,4100,7108,7186,8063,11297,14117,14932
6924,902,1276,1380,1634,8169,9205,15696,16829
6925,7281,7997,10385,14905,16022,17452,17985,19100
6926,2344,6069,7669,9934,11439,13079,18547,
6927,460,6651,12618,12895,13278,20481,20647,21079
6928,13371,,,,,,,
6929,1712,1944,4084,4863,7635,10187,10314,12363
6930,4171,9643,11075,18078,20053,21025,,
6931,4090,4952,7614,8408,8621,10442,12011,13678
6932,4641,5815,8389,9306,10768,11434,13521,16814
6933,1302,3683,3747,4803,8709,9715,13072,18065
6934,797,6674,11977,,,,,
6935,4237,5589,8885,,,,,
6936,11065,,,,,,,
6937,2471,5267,6891,9229,12981,17271,18829,19055
6938,2126,4812,7085,9904,9974,11763,13110,14366
6939,0,,,,,,,
6940,9470,16495,17570,,,,,
6941,890,3694,8779,9293,9680,11445,12558,13564
6942,4401,4756,5808,6523,7154,12698,14028,15775
6943,2013,2324,5824,6711,6895,7170,8815,12519
6944,1552,3139,7117,9119,12806,15298,18917,21640
6945,4613,7419,17663,18286,19808,21415,,
6946,779,11304,16704,17016,18827,19398,19896,22084
6947,81,2488,2780,12006,15492,17320,18770,19277
6948,750,1098,3723,5101,5455,6084,7161,14373
6949,6354,7325,9810,10618,12914,18064,19464,
6950,1869,9566,12055,12185,12788,15255,17295,18592
6951,1727,8448,11126,12992,15809,17715,,
6952,6276,14910,17738,21212,,,,
6953,1420,7349,12088,14900,17896,,,
6954,1243,2176,2216,3174,4339,12276,15846,19841
6955,419,1737,2587,10755,12015,12595,12696,13346
6956,764,4455,10026,12274,16062,16218,19541,20312
6957,0,,,,,,,
6958,3931,7207,8359,9240,18577,20073,20506,21246
6959,1652,4360,5738,8945,19005,19353,20195,21994
6960,5659,8868,9931,13912,14208,19296,19693,20342
6961,8882,8924,9819,11181,12134,19045,20650,21072
6962,280,1440,1714,2744,4119,4291,5739,14938
6963,2064,6283,7868,13053,13733,18989,20082,21009
6964,4299,6998,7491,8718,12421,14207,14332,15114
6965,3485,6195,6872,8862,14022,16450,21367,21474
6966,1288,1493,4932,14461,16339,18720,19130,19821
6967,2345,3751,9982,10672,10934,17671,20515,21057
6968,210,11009,13547,14278,14907,15314,15990,18684
6969,1819,2588,3578,3709,5474,6185,12574,12858
6970,868,3156,10525,10678,13568,15281,15540,15722
6971,1892,2090,4566,4925,5059,7873,8486,10156
6972,1884,5363,6374,7773,11134,11548,14543,17563
6973,162,1312,3784,4422,6288,10351,12160,14426
6974,2407,9592,15259,,,,,
6975,10483,17013,,,,,,
6976,1779,6355,6730,7446,13290,15052,15306,17879
6977,0,,,,,,,
6978,19743,20536,,,,,,
6979,7889,10653,14268,15113,15535,16721,20678,20702
6980,173,1461,4082,4248,5298,9808,10492,12658
6981,11074,21070,,,,,,
6982,2531,10271,11187,12444,15159,15598,16254,18503
6983,5400,8117,19786,19789,19891,20306,20741,21667
6984,685,5325,5342,8729,11336,11806,15135,18957
6985,3308,3710,4755,5117,5935,6808,8508,12847
6986,638,3289,5280,9472,9736,10496,11214,13305
6987,4900,6487,7072,7623,11541,14456,15061,15160
6988,2994,5956,9655,12220,18961,21388,21516,21694
6989,1076,1907,1959,5570,10530,16565,16865,18080
6990,1178,6227,11149,13106,15578,16922,17015,18030
6991,1382,1673,6086,9422,11837,14427,,
6992,2123,4135,8043,9506,9511,,,
6993,510,5383,8127,13770,17936,18544,19738,20255
6994,6462,7077,7280,10929,10997,13224,14536,15730
6995,1701,2961,3691,7252,8662,9939,13784,15203
6996,3230,6053,7151,9437,9804,12685,12696,12860
6997,4355,6126,7758,11706,16264,16631,17296,17851
6998,650,735,4299,6964,8029,8104,11046,15114
6999,443,4124,4392,5775,9420,11955,12800,14862
7000,2157,3218,4004,8086,11556,16581,17180,17544
7001,1418,2088,7066,7698,9068,10193,11558,14681
7002,4949,5280,6132,7733,9472,13305,13447,14067
7003,159,8165,11085,11291,11910,13303,13591,15360
7004,5096,,,,,,,
7005,2935,2977,5964,6163,12288,12328,13653,14817
7006,14957,15675,18352,19690,20461,20920,,
7007,270,2124,2239,12117,14069,18342,18546,18995
7008,3733,3740,4306,4764,5949,9157,14996,15373
7009,1670,2514,12544,12556,13524,14412,19293,21467
7010,9846,12224,,,,,,
7011,814,962,5378,5530,8336,8875,12651,14809
7012,670,2173,3078,6234,12871,15272,17894,19901
7013,2301,9010,10408,13732,15145,18116,18602,19332
7014,2928,5411,7967,8427,9731,17108,17231,17716
7015,3745,6034,6360,6717,8765,11643,14304,17501
7016,956,2763,3938,9560,14672,16570,17689,17774
7017,1486,2163,2820,10393,11011,14544,15763,16839
7018,2390,11852,15823,15864,15915,19233,19525,20044
7019,4193,11389,11400,11817,13955,14705,16371,16381
7020,7436,9064,9606,13590,15129,18481,18844,19755
7021,4196,8155,8883,10405,10816,11286,14160,14724
7022,4528,4906,9364,11192,13031,,,
7023,3820,,,,,,,
7024,518,8101,10592,16479,18224,20986,21344,21966
7025,5856,10123,11699,14662,18738,20103,21299,21370
7026,2854,6011,13843,,,,,
7027,9356,12072,16249,19260,19338,,,
7028,6746,8541,9283,9529,12794,13489,14038,14262
7029,2674,6090,6138,14977,15915,16991,18536,19525
7030,3066,5333,7326,8726,12045,13823,,
7031,1974,2028,5075,8375,10887,11240,13965,14541
7032,2752,5993,9331,11321,14259,,,
7033,11765,14206,15023,15163,15634,16335,19063,20047
7034,1794,4594,8174,8578,10980,16278,16731,18472
7035,1520,1592,4783,5587,6190,6342,11082,11406
7036,1111,1523,2145,2761,7981,10943,14494,15511
7037,513,631,2152,4101,4633,7261,7644,12011
7038,2155,2285,8909,10914,13376,15572,16968,17045
7039,1209,5820,7255,7269,9660,15779,16167,19172
7040,2095,2222,8414,11925,13971,15537,19450,21861
7041,4583,5420,5432,6512,9992,15069,16211,18317
7042,11341,16588,18409,19107,21885,,,
7043,5373,6608,10601,11825,12552,21204,21615,
7044,7217,7519,7652,8401,8798,10558,11481,12007
7045,3253,8750,9831,9832,14626,,,
7046,2489,4394,5990,8266,13815,17376,18336,18968
7047,150,6173,9986,10135,10694,10903,12229,12458
7048,718,4769,9770,9825,10576,13561,19271,21928
7049,2699,8451,11220,14453,18227,18425,20838,21882
7050,3351,4783,5538,7925,10747,11082,11623,12670
7051,544,10934,12150,13368,21203,,,
7052,3524,5483,5822,6632,7254,8250,12267,16086
7053,1572,3084,3469,4009,4735,6715,7772,16124
7054,1422,2523,6537,8019,13663,14962,15134,16197
7055,429,1329,1974,2370,5075,5156,5323,6292
7056,5867,11775,14090,15168,15695,16035,17050,18394
7057,4035,14458,17588,,,,,
7058,1647,2773,6068,6445,8382,12213,17236,17772
7059,8919,19279,21962,,,,,
7060,358,1953,3339,6081,7869,7951,10453,12126
7061,2736,5632,11347,16480,20866,20969,21356,21511
7062,231,566,2608,7600,9429,17521,17801,19968
7063,2071,2405,5971,12799,15137,17454,17920,20507
7064,848,2545,2668,13485,16026,18241,18497,18499
7065,729,10736,17663,18586,19876,21199,21311,
7066,4007,7001,7698,8331,9068,11558,14681,15162
7067,498,640,9076,14884,15486,16161,16880,17924
7068,3797,21666,,,,,,
7069,3563,4818,7224,12339,13939,15011,17892,18761
7070,2449,3851,4165,4993,13296,,,
7071,3222,3902,4596,11132,13463,16005,,
7072,4900,6987,7623,7816,11232,15061,15160,15456
7073,6285,9089,17604,19809,20703,,,
7074,6787,7837,10214,10237,11381,11494,11956,15879
7075,3595,4029,4776,8652,9779,9933,14671,16024
7076,4805,4896,6239,6844,7825,10411,17462,18125
7077,6727,6994,8755,10929,10997,11499,13224,14536
7078,353,1557,2660,12877,13976,14417,15212,18127
7079,230,1248,2080,2146,2356,9954,11473,12442
7080,11687,16245,18709,20033,20205,20335,21173,21726
7081,5249,5744,6737,6806,8951,9010,13780,18116
7082,785,4085,4425,7091,13113,15564,15903,16146
7083,190,1478,5384,5424,5449,6352,9096,9951
7084,1067,4315,7299,7922,8045,9379,10664,11022
7085,677,1927,2266,6938,12757,13110,14366,18956
7086,3164,3805,4828,6111,9059,14450,17996,18681
7087,0,,,,,,,
7088,2952,4178,4969,8927,9763,14850,17246,19389
7089,926,1553,5807,5945,6396,6667,10075,10484
7090,4988,12919,13893,14821,15112,20340,21236,21601
7091,373,4085,4425,7082,7440,12947,13113,15903
7092,2038,2541,5568,8829,13061,14464,18139,
7093,6148,10164,13479,14991,16188,17188,18385,19584
7094,5122,10023,13336,13658,14102,14861,15424,16585
7095,2846,4334,5269,6458,7406,11316,11388,15208
7096,2896,6526,7346,9463,15874,17026,19261,21500
7097,3312,5883,8368,9746,10192,13202,18109,18469
7098,340,2170,3043,3910,15185,19419,19431,
7099,137,4121,6316,6627,7959,9553,11185,14767
7100,3957,4276,4732,5039,5872,13040,14145,16400
7101,0,,,,,,,
7102,1907,2068,5570,6313,6756,11301,14013,14192
7103,1013,2018,3376,5784,8965,9617,11136,12782
7104,7138,14331,20511,,,,,
7105,462,3736,9423,10619,14204,14230,14325,16419
7106,3309,3358,5176,5940,15636,,,
7107,2342,2365,5562,7436,13590,19611,19755,19897
7108,1290,1824,3516,4100,6923,13104,13198,14932
7109,857,5082,6182,6735,7572,13826,14457,16899
7110,5950,6804,9850,12481,13682,16768,19065,22023
7111,233,4879,6661,7504,7738,9156,11026,16979
7112,477,2145,5902,10943,11040,14273,14494,15206
7113,4923,6303,7771,13418,19907,21307,21622,22095
7114,3446,4654,8593,,,,,
7115,1644,2493,4701,6890,7903,17831,19561,21459
7116,1630,5588,6284,10815,10830,12482,12777,13341
7117,659,1552,6944,12890,15298,20077,21075,21893
7118,1173,3381,4872,8114,8693,8851,16543,
7119,4378,6486,8052,8425,16719,18904,20908,21947
7120,4921,6101,9186,14413,17257,18532,19667,20296
7121,1277,2975,7928,8165,8900,11291,13303,15586
7122,10240,12993,14139,14561,14582,15739,16973,17630
7123,8568,11259,12008,12224,,,,
7124,2196,3167,4020,6439,12686,12896,17881,19697
7125,7237,8554,11003,13190,13928,16634,16843,18098
7126,642,3242,7854,9304,11015,11527,13442,13486
7127,2907,3070,4994,8056,9153,10856,16046,16603
7128,399,433,7166,9246,10841,11988,12057,13272
7129,315,3182,4690,7560,11647,13177,13349,13972
7130,606,741,2197,2804,3491,5593,7962,14649
7131,924,1260,3599,5091,14526,17998,18833,19089
7132,507,3401,3420,4836,9168,9416,10798,14986
7133,2800,3738,4687,5763,12893,14388,15354,19957
7134,902,1679,4182,6819,8006,12206,18667,18732
7135,8226,8512,9883,9942,10965,16729,18379,18505
7136,246,524,4745,5618,5732,6656,10843,11150
7137,1533,2778,3686,3713,9956,14182,16120,18493
7138,4184,7104,7875,9318,14331,20511,20705,
7139,3835,14313,19397,19773,19909,20495,21358,21692
7140,9667,11992,13702,15613,16980,17361,17826,19922
7141,1132,3279,5853,13365,14409,14751,17784,
7142,1451,5914,7947,7986,8142,10778,10956,13286
7143,4258,6773,9706,12926,16907,18261,18747,19668
7144,12087,12379,16810,17094,17211,17583,17994,18034
7145,5310,7907,10095,13649,14504,14692,17135,19310
7146,4958,8624,12265,12577,12733,16996,20642,21834
7147,369,6271,8150,8560,8939,11419,13967,16534
7148,65,1278,2643,15063,16666,20868,21422,
7149,366,470,,,,,,
7150,1768,2742,3158,3500,7345,7898,7905,11982
7151,709,5761,6053,6996,9437,9804,12483,12685
7152,481,709,3354,5505,5761,9013,10089,10733
7153,279,1693,4316,6198,12437,16760,16812,20003
7154,4612,4756,5808,6942,9664,10813,11085,15360
7155,963,7435,7737,8689,8769,10067,12153,13727
7156,4075,4436,7906,10262,10945,11834,12066,
7157,44,630,3521,4572,9654,10611,13193,17153
7158,855,5135,11782,12779,17304,18960,20725,20876
7159,382,4758,7510,9569,10404,10613,12048,12161
7160,3410,10040,12201,,,,,
7161,750,3723,5035,5455,6084,6948,11322,12918
